Sample type,Count,BOLD database sequence,Data entry Sequence,Box Number,microplate ID,Well ID (for Jessica),Plate Count,NHS sequence number (BOLD Sample ID),spp,sequence,Label year,Date,Harvest Year,Age trait bee,Age Bee,Sex,KILLPROV,Lat DD,LongDD,Central Rectrix Length, Central Rectrix  Quill Dia , Central Moult code ,Longest Rectrix Length,Longest Rectrix Quill Dia ,Longest Moult code,Most lateral Rectrix Length,Most lateral Rectrix Quill Dia,Most Lateral Moult code,"Comment (e.g., missing feather)",Jim ID#,Jim Date,Jim Age,Jim Species,Jim Skull length (mm),Jim 2nd measurement,Jim CR length (entered at NWRC),Jim CR QD (entered at NWRC),Jim notes,Difference between NWRC and Jim measurement,Inferred Species Identification (BOLD ID engine),BOLD Processid,rechecked?,
Leafloor collection- barcoded,1,2178,2178,W11,CCDB-24261,E09,75,WPG215,215,,,03-Oct-10,2010,,Immature,Male,Manitoba,,,121,0.093,,135,0.104,,130,0.11,,,215,03-Oct-10,Immature,Cackler,94,unknown,121,0.093,,0,Branta hutchinsii,GOOSE2178-16,,
Leafloor collection- barcoded,1,2109,2109,W11,CCDB-24261,B11,6,WPG219,219,,,03-Oct-10,2010,,Immature,Female ,Manitoba,,,113,0.082,,131,0.101,,129,0.099,,,219,03-Oct-10,Immature,Cackler,87,unknown,118,0.086,,-5,Branta hutchinsii,GOOSE2109-16,,
Leafloor collection- barcoded,1,2057,2057,W10,CCDB-24262,D12,49,WPG222,222,,,03-Oct-10,2010,,Immature,Female ,Manitoba,,,116,0.089,,132,0.106,,129,0.11,,,222,03-Oct-10,Immature,Cackler,86,unknown,116,0.093,,0,Branta hutchinsii,GOOSE2057-16,,
Leafloor collection- barcoded,1,2184,2184,W11,CCDB-24261,B10,81,WPG228,228,,,03-Oct-10,2010,,Immature,Female ,Manitoba,,,111,0.089,,122,0.104,,121,0.104,,,228,03-Oct-10,Immature,Cackler,84,unknown,111,0.086,,0,Branta hutchinsii,GOOSE2184-16,,
Leafloor collection- barcoded,1,2082,2082,W10,CCDB-24262,F05,74,WPG233,233,,,20-Sep-10,2010,,Immature,Female ,Manitoba,,,115,0.089,,130,0.106,,123,0.104,,,233,20-Sep-10,Immature,Cackler,87,unknown,116,0.086,,-1,Branta hutchinsii,GOOSE2082-16,,
Leafloor collection- barcoded,1,2168,2168,W11,CCDB-24261,E06,65,WPG234,234,,,30-Sep-10,2010,,Immature,Female ,Manitoba,,,114,0.089,,128,0.106,,127,0.106,,,234,30-Sep-10,Immature,Cackler,86,unknown,115,0.089,,-1,Branta hutchinsii,GOOSE2168-16,,
Leafloor collection- barcoded,1,2017,2017,W10,CCDB-24262,B02,9,WPG235,235,,,01-Oct-10,2010,,Immature,Female ,Manitoba,,,113,0.082,,131,0.099,,125,0.099,,CR confirmed JF,235,01-Oct-10,Immature,Cackler,86,unknown,117,0.089,,-4,Branta hutchinsii,GOOSE2017-16,,
Leafloor collection- barcoded,1,2136,2136,W11,CCDB-24261,D10,33,WPG236,236,,,01-Oct-10,2010,,Immature,Female ,Manitoba,,,112,0.086,,126,0.101,,122,0.106,,,236,01-Oct-10,Immature,Cackler,87,unknown,112,0.086,,0,Branta hutchinsii,GOOSE2136-16,,
Leafloor collection- barcoded,1,2159,2159,W11,CCDB-24261,C11,56,WPG240,240,,,30-Sep-10,2010,,Immature,Female ,Manitoba,,,122,0.086,,139,0.101,,,,1A,,240,30-Sep-10,Immature,Cackler,87,unknown,123,0.086,,-1,Branta hutchinsii,GOOSE2159-16,,
Leafloor collection- barcoded,1,2107,2107,W11,CCDB-24261,B12,4,WPG241,241,,,30-Sep-10,2010,,Immature,Female ,Manitoba,,,121,0.096,,137,0.11,,135,0.116,,,241,30-Sep-10,Immature,Cackler,92,unknown,121,0.093,,0,Branta hutchinsii,GOOSE2107-16,,
Leafloor collection- barcoded,1,2070,2070,W10,CCDB-24262,F08,62,WPG242,242,,,30-Sep-10,2010,,Immature,Female ,Manitoba,,,120,0.086,,129,0.101,,122,0.101,,,242,30-Sep-10,Immature,Cackler,85,unknown,120,0.086,,0,Branta hutchinsii,GOOSE2070-16,,
Leafloor collection- barcoded,1,2075,2075,W10,CCDB-24262,D07,67,WPG244,244,,,22-Sep-10,2010,,Immature,Female ,Manitoba,,,102,0.082,,118,0.093,,116,0.093,,,244,22-Sep-10,Immature,Cackler,82,unknown,101,0.078,,1,Branta hutchinsii,GOOSE2075-16,,
Leafloor collection- barcoded,1,2068,2068,W10,CCDB-24262,H08,60,WPG245,245,,,03-Oct-10,2010,,Immature,Female ,Manitoba,,,107,0.076,,123,0.093,,119,0.093,,,245,03-Oct-10,Immature,Cackler,86,unknown,107,0.078,,0,Branta hutchinsii,GOOSE2068-16,,
Leafloor collection- barcoded,1,2185,2185,W11,CCDB-24261,C10,82,WPG246,246,,,30-Sep-10,2010,,Immature,Female ,Manitoba,,,117,0.089,,129,0.099,,126,0.099,,CR confirmed JF,246,30-Sep-10,Immature,Cackler,87,unknown,123,0.093,,-6,Branta hutchinsii,GOOSE2185-16,,
Leafloor collection- barcoded,1,2043,2043,W10,CCDB-24262,A03,35,WPG249,249,,,30-Sep-10,2010,,Immature,Female ,Manitoba,,,118,0.093,,131,0.101,,121,0.096,,,249,30-Sep-10,Immature,Cackler,87,unknown,117,0.093,,1,Branta hutchinsii,GOOSE2043-16,,
Leafloor collection- barcoded,1,2156,2156,W11,CCDB-24261,D04,53,WPG262,262,,,03-Sep-10,2010,,Immature,Male,Manitoba,,,120,0.086,,134,0.101,,126,0.106,,,262,03-Sep-10,Immature,Cackler,85,unknown,120,0.086,,0,Branta hutchinsii,GOOSE2156-16,,
Leafloor collection- barcoded,1,2097,2097,W10,CCDB-24262,D11,89,WPG273,273,,,27-Sep-10,2010,,Immature,Female ,Manitoba,,,125,0.089,,137,0.11,,136,0.111,,,273,27-Sep-10,Immature,Cackler,93,unknown,125,0.089,,0,Branta hutchinsii,GOOSE2097-16,,
Leafloor collection- barcoded,1,2027,2027,W10,CCDB-24262,A05,19,WPG274,274,,,27-Sep-10,2010,,Immature,Female ,Manitoba,,,106,0.082,,124,0.093,,123,0.098,,CR confirmed JF,274,27-Sep-10,Immature,Cackler,86,unknown,112,0.086,,-6,Branta hutchinsii,GOOSE2027-16,,
Leafloor collection- barcoded,1,1819,1819,W8,CCDB-25611,E08,1 new plate,WPG279,279,,,28-Sep-10,2010,,Immature,Female ,Manitoba,,,110,0.089,,121,0.101,,115,0.106,,,279,28-Sep-10,Immature,Cackler,82,unknown,110,0.089,,0,Branta hutchinsii,GOOSE1819-16,,
Leafloor collection- barcoded,1,1820,1820,W8,CCDB-25611,F05,2,WPG287,287,,,27-Sep-10,2010,,Immature,Female ,Manitoba,,,107,0.086,,119,0.096,,117,0.093,,CR confirmed JF,287,27-Sep-10,Immature,Cackler,83,unknown,111,0.086,,-4,Branta hutchinsii,GOOSE1820-16,,
Leafloor collection- barcoded,1,2013,2013,W10,CCDB-24262,B06,5,WPG288,288,,,22-Sep-10,2010,,Immature,Female ,Manitoba,,,121,0.089,,135,0.106,,133,0.11,,,288,22-Sep-10,Immature,Cackler,88,unknown,120,0.089,,1,Branta hutchinsii,GOOSE2013-16,,
Leafloor collection- barcoded,1,2081,2081,W10,CCDB-24262,H04,73,WPG289,289,,,03-Oct-10,2010,,Immature,Female ,Manitoba,,,108,0.082,,127,0.093,,124,0.104,,,289,03-Oct-10,Immature,Cackler,83,unknown,108,0.078,,0,Branta hutchinsii,GOOSE2081-16,,
Leafloor collection- barcoded,1,2037,2037,W10,CCDB-24262,E03,29,WPG296,296,,,20-Sep-10,2010,,Immature,Female ,Manitoba,,,109,0.082,,126,0.089,,123,0.096,,CR confirmed JF,296,20-Sep-10,Immature,Cackler,82,unknown,114,0.089,,-5,Branta hutchinsii,GOOSE2037-16,,
Leafloor collection- barcoded,1,2125,2125,W11,CCDB-24261,A12,22,WPG297,297,,,03-Oct-10,2010,,Immature,Female ,Manitoba,,,126,0.086,,143,0.099,,130,0.101,,CR confirmed JF,297,03-Oct-10,Immature,Cackler,94,unknown,130,0.089,,-4,Branta hutchinsii,GOOSE2125-16,,
Leafloor collection- barcoded,1,1722,1722,W6,CCDB-25613,A08,94,WPG3006,3006,,,01-Nov-12,2012,,Immature,Female,Manitoba,,,119,0.093,,130,0.101,,126,0.099,,,3006,Nov. 1/12,Immature,,91,,118,0.093,,1,Branta hutchinsii,GOOSE1722-16,,
Leafloor collection- barcoded,1,2174,2174,W11,CCDB-24261,E04,71,WPG301,301,,,03-Oct-10,2010,,Immature,Male,Manitoba,,,109,0.089,,126,0.104,,121,0.101,,CR confirmed JF,301,03-Oct-10,Immature,Cackler,87,unknown,115,0.098,,-6,Branta hutchinsii,GOOSE2174-16,,
Leafloor collection- barcoded,1,1520,1520,W4,CCBD-26536,F04,82,WPG3015,3015,,,01-Nov-12,2012,,Immature,Male,Manitoba,,,123,0.093,,138,0.106,,132,0.106,,,3015,Nov. 1/12,Immature,,90,,125,0.101,,-2,Branta hutchinsii,GOOSE1520-16,,
Leafloor collection- barcoded,1,1523,1523,W4,CCBD-26536,E07,85,WPG3016,3016,,,25-Oct-12,2012,,Immature,Female,Manitoba,,,121,0.093,,139,0.106,,131,0.104,,,3016,Oct. 25/12,Immature,,92,,123,0.096,,-2,Branta hutchinsii,GOOSE1523-16,,
Leafloor collection- barcoded,1,1717,1717,W6,CCDB-25613,A02,89,WPG3017,3017,,,24-Oct-12,2012,,Immature,Female,Manitoba,,,117,0.089,,129,0.104,,122,0.096,,CR remeasured,3017,Oct. 24/12,Immature,,84,,118,0.101,,-1,Branta hutchinsii,GOOSE1717-16,,
Leafloor collection- barcoded,1,1758,1758,W7,CCDB-25612,B07,35,WPG3018,3018,,,23-Oct-12,2012,,Immature,Female,Manitoba,,,117,0.089,,128,0.101,,125,0.101,,,3018,Oct. 23/12,Immature,,87,,115,0.089,,2,Branta hutchinsii,GOOSE1758-16,,
Leafloor collection- barcoded,1,1502,1502,W4,CCBD-26536,D08,64,WPG3020,3020,,,26-Oct-12,2012,,Immature,Female,Manitoba,,,119,0.093,,132,0.106,,127,0.106,,,3020,Oct. 26/12,Immature,,86,,118,0.093,,1,Branta hutchinsii,GOOSE1502-16,,
Leafloor collection- barcoded,1,1792,1792,W7,CCDB-25612,H03,69,WPG3021,3021,,,09-Oct-12,2012,,Immature,Male,Manitoba,,,123,0.096,,138,0.11,,136,0.113,,,3021,Oct. 9/12,Immature,,98,,122,0.093,,1,Branta hutchinsii,GOOSE1792-16,,
Leafloor collection- barcoded,1,1515,1515,W4,CCBD-26536,D06,77,WPG3024,3024,,,09-Oct-12,2012,,Immature,Female,Manitoba,,,114,0.086,,132,0.099,,,,1A,,3024,Oct. 9/12,Immature,,84,,113,0.082,,1,Branta hutchinsii,GOOSE1515-16,,
Leafloor collection- barcoded,1,1521,1521,W4,CCBD-26536,F05,83,WPG3025,3025,,,15-Oct-12,2012,,Immature,Female,Manitoba,,,117,0.096,,130,0.106,,127,0.11,,,3025,Oct. 15/12,Immature,,87,,116,0.093,,1,Branta hutchinsii,GOOSE1521-16,,
Leafloor collection- barcoded,1,1626,1626,W5,CCDB-25609,B02,93,WPG3026,3026,,,01-Nov-12,2012,,Immature,Male,Manitoba,,,125,0.089,,141,0.098,,126,0.098,,,3026,Nov. 1/12,Immature,,89,,126,0.089,,-1,Branta hutchinsii,GOOSE1626-16,,
Leafloor collection- barcoded,1,1537,1537,W5,CCDB-25609,C11,4,WPG3030,3030,,,14-Oct-12,2012,,Immature,Male,Manitoba,,,120,0.093,,135,0.11,,132,0.113,,,3030,Oct. 14/12,Immature,,94,,122,0.099,,-2,Branta hutchinsii,GOOSE1537-16,,
Leafloor collection- barcoded,1,1565,1565,W5,CCDB-25609,G06,32,WPG3035,3035,,,26-Oct-12,2012,,Immature,Female,Manitoba,,,113,0.089,,130,0.101,,123,0.101,,CR confirmed JF,3035,Oct. 26/12,Immature,,92,,118,0.098,,-5,Branta hutchinsii,GOOSE1565-16,,
Leafloor collection- barcoded,1,1584,1584,W5,CCDB-25609,F04,51,WPG3039,3039,,,26-Oct-12,2012,,Immature,Male,Manitoba,,,115,0.085,,136,0.101,,129,0.101,,,3039,Oct. 26/12,Immature,,91,,113,0.086,,2,Branta hutchinsii,GOOSE1584-16,,
Leafloor collection- barcoded,1,1698,1698,W6,CCDB-25613,G11,70,WPG3044,3044,,,09-Oct-12,2012,,Immature,Female,Manitoba,,,123,0.093,,140,0.106,,134,0.104,,,3044,Oct. 9/12,Immature,,93,,122,0.093,,1,Branta hutchinsii,GOOSE1698-16,,
Leafloor collection- barcoded,1,1525,1525,W4,CCBD-26536,E09,87,WPG3045,3045,,,02-Oct-12,2012,,Immature,Female,Manitoba,,,115,0.089,,132,0.101,,,,1A,,3045,Oct. 2/12,Immature,,87,,115,0.093,,0,Branta hutchinsii,GOOSE1525-16,,
Leafloor collection- barcoded,1,1693,1693,W6,CCDB-25613,G06,65,WPG3048,3048,,,01-Nov-12,2012,,Immature,Female,Manitoba,,,119,0.082,,132,0.098,,129,0.104,,,3048,Nov. 1/12,Immature,,90,,117,0.082,,2,Branta hutchinsii,GOOSE1693-16,,
Leafloor collection- barcoded,1,1568,1568,W5,CCDB-25609,H03,35,WPG3049,3049,,,23-Oct-12,2012,,Immature,Female,Manitoba,,,119,0.089,,132,0.101,,121,0.093,,,3049,Oct. 23/12,Immature,,91,,118,0.089,,1,Branta hutchinsii,GOOSE1568-16,,
Leafloor collection- barcoded,1,1599,1599,W5,CCDB-25609,G08,66,WPG3058,3058,,,23-Oct-12,2012,,Immature,Female,Manitoba,,,113,0.086,,129,0.105,,123,0.111,,,3058,Oct. 23/12,Immature,,89,,113,0.089,,0,Branta hutchinsii,GOOSE1599-16,,
Leafloor collection- barcoded,1,1287,1287,W2,CCDB-26538,B05,39,WPG3059,3059,,,23-Oct-12,2012,,Immature,Male,Manitoba,,,122,0.096,,137,0.113,,131,0.12,,,3059,,,,,,121,0.096,,1,Branta hutchinsii,GOOSE1287-16,,
Leafloor collection- barcoded,1,1701,1701,W6,CCDB-25613,B09,73,WPG3064,3064,,,14-Oct-12,2012,,Immature,Female,Manitoba,,,113,0.089,,128,0.106,,123,0.099,,,3064,Oct. 14/12,Immature,,80,,113,0.089,,0,Branta hutchinsii,GOOSE1701-16,,
Leafloor collection- barcoded,1,1588,1588,W5,CCDB-25609,H02,55,WPG3068,3068,,,23-Oct-12,2012,,Immature,Female,Manitoba,,,130,0.098,,143,0.106,,139,0.11,,,3068,Oct. 23/12,Immature,,91,,129,0.099,,1,Branta hutchinsii,GOOSE1588-16,,
Leafloor collection- barcoded,1,1672,1672,W6,CCDB-25613,G04,44,WPG3069,3069,,,01-Nov-12,2012,,Immature,Female,Manitoba,,,113,0.089,,132,0.099,,125,0.106,,,3069,Nov. 1/12,Immature,,92,,111,0.089,,2,Branta hutchinsii,GOOSE1672-16,,
Leafloor collection- barcoded,1,1343,1343,W2,CCDB-26538,A02,95,WPG3075,3075,,,14-Oct-12,2012,,Immature,Female,Manitoba,,,123,0.089,,138,0.104,,128,0.101,,,3075,Oct.14/12,Immature,,85,,122,0.089,,1,Branta hutchinsii,GOOSE1343-16,,
Leafloor collection- barcoded,1,1534,1534,W5,CCDB-25609,C08,1 new plate,WPG3078,3078,,,23-Oct-12,2012,,Immature,Female,Manitoba,,,123,0.096,,136,0.104,,128,0.104,,,3078,Oct. 23/12,Immature,,92,,123,0.096,,0,Branta hutchinsii,GOOSE1534-16,,
Leafloor collection- barcoded,1,1561,1561,W5,CCDB-25609,D12,28,WPG3081,3081,,,09-Oct-12,2012,,Immature,Female,Manitoba,,,121,0.089,,137,0.111,,131,0.113,,,3081,Oct. 9/12,Immature,,98,,120,0.089,,1,Branta hutchinsii,GOOSE1561-16,,
Leafloor collection- barcoded,1,1600,1600,W5,CCDB-25609,A06,67,WPG3082,3082,,,01-Nov-12,2012,,Immature,Female,Manitoba,,,109,0.082,,123,0.101,,121,0.101,,,3082,Nov. 1/12,Immature,,84,,108,0.082,,1,Branta hutchinsii,GOOSE1600-16,,
Leafloor collection- barcoded,1,1557,1557,W5,CCDB-25609,E06,24,WPG3087,3087,,,05-Oct-12,2012,,Immature,Female,Manitoba,,,122,0.096,,137,0.11,,136,0.113,,,3087,Oct. 5/12,Immature,,96,,121,0.096,,1,Branta hutchinsii,GOOSE1557-16,,
Leafloor collection- barcoded,1,1709,1709,W6,CCDB-25613,B11,81,WPG3094,3094,,,06-Oct-12,2012,,Immature,Female,Manitoba,,,115,0.093,,128,0.099,,127,0.104,,CR remeasured,3094,Oct. 6/12,Immature,,87,,118,0.098,,-3,Branta hutchinsii,GOOSE1709-16,,
Leafloor collection- barcoded,1,1555,1555,W5,CCDB-25609,E04,22,WPG3095,3095,,,06-Oct-12,2012,,Immature,Female,Manitoba,,,116,0.089,,129,0.099,,,,1A,,3095,Oct. 6/12,Immature,,95,,117,0.089,,-1,Branta hutchinsii,GOOSE1555-16,,
Leafloor collection- barcoded,1,1605,1605,W5,CCDB-25609,A04,72,WPG3098,3098,,,27-Sep-12,2012,,Immature,Female,Manitoba,,,122,0.089,,128,0.099,,123,0.101,,CR confirmed JF,3098,Sept. 27/12,Immature,,85,,118,0.086,,4,Branta hutchinsii,GOOSE1605-16,,
Leafloor collection- barcoded,1,1619,1619,W5,CCDB-25609,B05,86,WPG3100,3100,,,06-Oct-12,2012,,Immature,Female,Manitoba,,,112,0.081,,124,0.093,,121,0.096,,,3100,Oct. 6/12,Immature,,89,,111,0.081,,1,Branta hutchinsii,GOOSE1619-16,,
Leafloor collection- barcoded,1,1678,1678,W6,CCDB-25613,E11,50,WPG3102,3102,,,06-Oct-12,2012,,Immature,Female,Manitoba,,,114,0.086,,126,0.093,,121,0.096,,,3102,Oct. 6/12,Immature,,86,,113,0.089,,1,Branta hutchinsii,GOOSE1678-16,,
Leafloor collection- barcoded,1,1510,1510,W4,CCBD-26536,D01,72,WPG3105,3105,,,05-Oct-12,2012,,Immature,Female,Manitoba,,,120,0.093,,138,0.106,,133,0.11,,,3105,Oct. 5/12,Immature,,96,,119,0.096,,1,Branta hutchinsii,GOOSE1510-16,,
Leafloor collection- barcoded,1,1504,1504,W4,CCBD-26536,D10,66,WPG3106,3106,,,05-Oct-12,2012,,Immature,Female,Manitoba,,,113,0.086,,128,0.104,,124,0.104,,,3106,Oct. 5/12,Immature,,88,,111,0.086,,2,Branta hutchinsii,GOOSE1504-16,,
Leafloor collection- barcoded,1,1516,1516,W4,CCBD-26536,E12,78,WPG3107,3107,,,05-Oct-12,2012,,Immature,Female,Manitoba,,,109,0.086,,127,0.099,,124,0.098,,,3107,Oct. 5/12,Immature,,84,,109,0.089,,0,Branta hutchinsii,GOOSE1516-16,,
Leafloor collection- barcoded,1,1715,1715,W6,CCDB-25613,A10,87,WPG3110,3110,,,27-Sep-12,2012,,Immature,Female,Manitoba,,,118,0.093,,139,0.11,,138,0.111,,,3110,Sept. 27/12,Immature,,95,,120,0.098,,-2,Branta hutchinsii,GOOSE1715-16,,
Leafloor collection- barcoded,1,1748,1748,W7,CCDB-25612,A09,25,WPG3114,3114,,,02-Oct-12,2012,,Immature,Female,Manitoba,,,117,0.093,,128,0.104,,120,0.099,,CR remeasured,3114,Oct. 2/12,Immature,,91,,120,0.096,,-3,Branta hutchinsii,GOOSE1748-16,,
Leafloor collection- barcoded,1,1519,1519,W4,CCBD-26536,F03,81,WPG3118,3118,,,02-Oct-12,2012,,Immature,Female,Manitoba,,,117,0.086,,130,0.104,,129,0.106,,,3118,Oct. 2/12,Immature,,86,,119,0.089,,-2,Branta hutchinsii,GOOSE1519-16,,
Leafloor collection- barcoded,1,1774,1774,W7,CCDB-25612,G01,51,WPG3119,3119,,,27-Sep-12,2012,,Immature,Female,Manitoba,,,119,0.089,,135,0.101,,130,0.101,,,3119,Sept. 27/12,Immature,,90,,121,0.089,,-2,Branta hutchinsii,GOOSE1774-16,,
Leafloor collection- barcoded,1,1535,1535,W5,CCDB-25609,C07,2,WPG3121,3121,,,05-Oct-12,2012,,Immature,Female,Manitoba,,,124,0.099,,140,0.111,,131,0.11,,,3121,Oct. 5/12,Immature,,92,,124,0.096,,0,Branta hutchinsii,GOOSE1535-16,,
Leafloor collection- barcoded,1,1745,1745,W7,CCDB-25612,B08,22,WPG3132,3132,,,02-Oct-12,2012,,Immature,Female,Manitoba,,,111,0.086,,125,0.098,,118,0.093,,CR remeasured,3132,Oct. 2/12,Immature,,84,,119,0.093,,-8,Branta hutchinsii,GOOSE1745-16,,
Leafloor collection- barcoded,1,1610,1610,W5,CCDB-25609,C05,77,WPG3133,3133,,,07-Oct-12,2012,,Immature,Female,Manitoba,,,121,0.098,,133,0.111,,129,0.106,,CR confirmed JF,3133,Oct. 7/12,Immature,,88,,124,0.104,,-3,Branta hutchinsii,GOOSE1610-16,,
Leafloor collection- barcoded,1,1784,1784,W7,CCDB-25612,G07,61,WPG3135,3135,,,07-Oct-12,2012,,Immature,Female,Manitoba,,,119,0.089,,135,0.11,,131,0.113,,,3135,Oct. 7/12,Immature,,92,,118,0.093,,1,Branta hutchinsii,GOOSE1784-16,,
Leafloor collection- barcoded,1,1747,1747,W7,CCDB-25612,A10,24,WPG3136,3136,,,07-Oct-12,2012,,Immature,Female,Manitoba,,,111,0.086,,126,0.096,,122,0.101,,,3136,Oct. 7/12,Immature,,87,,110,0.086,,1,Branta hutchinsii,GOOSE1747-16,,
Leafloor collection- barcoded,1,1808,1808,W7,CCDB-25612,E01,85,WPG3144,3144,,,06-Oct-12,2012,,Immature,Female,Manitoba,,,110,0.089,,124,0.104,,115,0.099,,CR remeasured,3144,Oct. 6/12,Immature,,86,,116,0.098,,-6,Branta hutchinsii,GOOSE1808-16,,
Leafloor collection- barcoded,1,1714,1714,W6,CCDB-25613,B04,86,WPG3152,3152,,,21-Sep-12,2012,,Immature,Female,Manitoba,,,116,0.099,,134,0.113,,132,0.116,,,3152,Sept. 21/12,Immature,,105,,116,0.096,,0,Branta hutchinsii,GOOSE1714-16,,
Leafloor collection- barcoded,1,1571,1571,W5,CCDB-25609,G03,38,WPG3158,3158,,,02-Oct-12,2012,,Immature,Female,Manitoba,,,127,0.101,,143,0.113,,135,0.113,,,3158,Oct. 2/12,Immature,,98,,128,0.101,,-1,Branta hutchinsii,GOOSE1571-16,,
Leafloor collection- barcoded,1,1542,1542,W5,CCDB-25609,D08,9,WPG3162,3162,,,02-Oct-12,2012,,Immature,Female,Manitoba,,,113,0.086,,134,0.106,,,,1A,,3162,Oct. 2/12,Immature,,89,,112,0.089,,1,Branta hutchinsii,GOOSE1542-16,,
Leafloor collection- barcoded,1,1298,1298,W2,CCDB-26538,C05,50,WPG3164,3164,,,13-Sep-12,2012,,Immature,Female,Manitoba,,,129,0.098,,140,0.116,,132,0.116,,CR confirmed JF,3164,,,,,,126,0.089,,3,Branta hutchinsii,GOOSE1298-16,,
Leafloor collection- barcoded,1,1791,1791,W7,CCDB-25612,H09,68,WPG3165,3165,,,05-Oct-12,2012,,Immature,Female,Manitoba,,,123,0.093,,138,0.104,,133,0.11,,,3165,Oct. 5/12,Immature,,90,,122,0.093,,1,Branta hutchinsii,GOOSE1791-16,,
Leafloor collection- barcoded,1,1611,1611,W5,CCDB-25609,C01,78,WPG3168,3168,,,07-Oct-12,2012,,Immature,Female,Manitoba,,,117,0.089,,132,0.111,,130,0.111,,,3168,Oct. 7/12,Immature,,90,,116,0.093,,1,Branta hutchinsii,GOOSE1611-16,,
Leafloor collection- barcoded,1,1635,1635,W6,CCDB-25613,D06,7,WPG3170,3170,,,02-Oct-12,2012,,Immature,Female,Manitoba,,,126,0.101,,137,0.106,,134,0.113,,,3170,Oct. 2/12,Immature,,92,,128,0.101,,-2,Branta hutchinsii,GOOSE1635-16,,
Leafloor collection- barcoded,1,1660,1660,W6,CCDB-25613,F10,32,WPG3182,3182,,,06-Oct-12,2012,,Immature,Female,Manitoba,,,101,0.086,,121,0.096,,115,0.089,,,3182,Oct. 6/12,Immature,,88,,100,0.086,,1,Branta hutchinsii,GOOSE1660-16,,
Leafloor collection- barcoded,1,1815,1815,W7,CCDB-25612,D07,92,WPG3184,3184,,,26-Sep-12,2012,,Immature,Female,Manitoba,,,128,0.086,,138,0.099,,128,0.101,,,3184,Sept. 26/12,Immature,,92,,127,0.086,,1,Branta hutchinsii,GOOSE1815-16,,
Leafloor collection- barcoded,1,1640,1640,W6,CCDB-25613,D10,12,WPG3194,3194,,,07-Oct-12,2012,,Immature,Female,Manitoba,,,108,0.082,,127,0.099,,122,0.096,,,3194,Oct. 7/12,Immature,,80,,107,0.082,,1,Branta hutchinsii,GOOSE1640-16,,
Leafloor collection- barcoded,1,1683,1683,W6,CCDB-25613,H02,55,WPG3205,3205,,,05-Oct-12,2012,,Immature,Female,Manitoba,,,125,0.089,,139,0.106,,138,0.106,,,3205,Oct. 5/12,Immature,,93,,126,0.093,,-1,Branta hutchinsii,GOOSE1683-16,,
Leafloor collection- barcoded,1,1705,1705,W6,CCDB-25613,B01,77,WPG3206,3206,,,07-Oct-12,2012,,Immature,Female,Manitoba,,,116,0.096,,137,0.116,,122,0.106,,,3206,Oct. 7/12,Immature,,86,,116,0.096,,0,Branta hutchinsii,GOOSE1705-16,,
Leafloor collection- barcoded,1,1592,1592,W5,CCDB-25609,H09,59,WPG3209,3209,,,08-Oct-12,2012,,Immature,Female,Manitoba,,,116,0.089,,135,0.106,,128,0.106,,,3209,Oct. 8/12,Immature,,95,,115,0.089,,1,Branta hutchinsii,GOOSE1592-16,,
Leafloor collection- barcoded,1,1694,1694,W6,CCDB-25613,G09,66,WPG3210,3210,,,07-Oct-12,2012,,Immature,Female,Manitoba,,,126,0.099,,139,0.11,,127,0.104,,CR remeasured,3210,Oct. 7/12,Immature,,92,,126,0.093,,0,Branta hutchinsii,GOOSE1694-16,,
Leafloor collection- barcoded,1,1675,1675,W6,CCDB-25613,E08,47,WPG3219,3219,,,02-Oct-12,2012,,Immature,Female,Manitoba,,,126,0.089,,132,0.101,,126,0.104,,,3219,Oct. 2/12,Immature,,92,,125,0.089,,1,Branta hutchinsii,GOOSE1675-16,,
Leafloor collection- barcoded,1,2090,2090,W10,CCDB-24262,C05,82,WPG323,323,,,03-Oct-10,2010,,Immature,Male,Manitoba,,,104,0.082,,121,0.098,,119,0.099,,,323,03-Oct-10,Immature,Cackler,87,unknown,102,0.078,,2,Branta hutchinsii,GOOSE2090-16,,
Leafloor collection- barcoded,1,1783,1783,W7,CCDB-25612,G02,60,WPG3236,3236,,,26-Sep-12,2012,,Immature,Female,Manitoba,,,120,0.101,,139,0.113,,133,0.113,,,3236,Sept. 26/12,Immature,,97,,119,0.096,,1,Branta hutchinsii,GOOSE1783-16,,
Leafloor collection- barcoded,1,1793,1793,W7,CCDB-25612,E07,70,WPG3241,3241,,,07-Oct-12,2012,,Immature,Female,Manitoba,,,118,0.089,,131,0.104,,,,1A,,3241,Oct. 7/12,Immature,,89,,118,0.093,,0,Branta hutchinsii,GOOSE1793-16,,
Leafloor collection- barcoded,1,1804,1804,W7,CCDB-25612,F09,81,WPG3247,3247,,,21-Sep-12,2012,,Immature,Female,Manitoba,,,109,0.089,,126,0.104,,124,0.106,,,3247,Sept. 21/12,Immature,,90,,109,0.089,,0,Branta hutchinsii,GOOSE1804-16,,
Leafloor collection- barcoded,1,1775,1775,W7,CCDB-25612,G03,52,WPG3249,3249,,,21-Sep-12,2012,,Immature,Female,Manitoba,,,117,0.093,,127,0.106,,123,0.106,,,3249,Sept. 21/12,Immature,,87,,116,0.093,,1,Branta hutchinsii,GOOSE1775-16,,
