Sequence,box,study year,harvest year,ID seq number,prov sale,prov kill,age,changed,sample type,barcode ID,dateshot,latitude,longitude,key,Central Rectrix Length,Central Rectrix Unfeathered Quill  Length,Central Rectrix  Quill Dia,Longest Rectrix Length,Longest Rectrix Unfeathered Quill  Length,Longest Rectrix Quill Dia ,Most lateral Rectrix Length,Most lateral Rectrix Unfeathered Quill Length,Most lateral Rectrix Quill Dia,Comment,race measurements,key step for call,race tail,race tree,agree key and dna,race label,difference between checker and RM,
,,,2005,172222068 2005,MB,MB,A,,Assumed CAGO,,1014,5016,9705,,,,,,,,,,,,,,,,,,,
,,,2005,172222070 2005,MB,MB,A,,Assumed CAGO,,1012,5005,9743,,,,,,,,,,,,,,,,,,,
,,,2005,172222072 2005,MB,MB,A,,Assumed CAGO,,1014,5016,9706,,,,,,,,,,,,,,,,,,,
,,,2005,172222074 2005,MB,MB,A,,Assumed CAGO,,1004,4959,9655,,,,,,,,,,,,,,,,,,,
,,,2005,172222092 2005,MB,MB,A,,Assumed CAGO,,1111,4955,9820,,,,,,,,,,,,,,,,,,,
,,,2005,172222105 2005,MB,MB,A,,Assumed CAGO,,926,4940,9708,,,,,,,,,,,,,,,,,,,
,,,2005,172222111 2005,MB,MB,A,,Assumed CAGO,,1008,5002,9710,,,,,,,,,,,,,,,,,,,
,,,2005,172222113 2005,MB,MB,A,,Assumed CAGO,,1004,5031,10005,,,,,,,,,,,,,,,,,,,
,,,2005,172222114 2005,MB,MB,A,,Assumed CAGO,,1030,5103,9847,,,,,,,,,,,,,,,,,,,
,,,2005,172222116 2005,MB,MB,A,,Assumed CAGO,,1124,4947,9734,,,,,,,,,,,,,,,,,,,
,,,2005,172222118 2005,MB,MB,A,,Assumed CAGO,,1124,4947,9734,,,,,,,,,,,,,,,,,,,
,,,2005,172222128 2005,MB,MB,A,,Assumed CAGO,,1001,5002,9713,,,,,,,,,,,,,,,,,,,
,,,2005,172222134 2005,MB,MB,A,,Assumed CAGO,,1012,5003,9740,,,,,,,,,,,,,,,,,,,
,,,2005,172222139 2005,MB,MB,A,,Assumed CAGO,,1001,5002,9713,,,,,,,,,,,,,,,,,,,
,,,2005,172222154 2005,MB,MB,A,,Assumed CAGO,,,,,,,,,,,,,,,,,,,,,,,
,,,2005,172222182 2005,MB,MB,A,,Assumed CAGO,,1012,5003,9740,,,,,,,,,,,,,,,,,,,
,,,2005,172222184 2005,MB,MB,A,,Assumed CAGO,,922,4951,9953,,,,,,,,,,,,,,,,,,,
,,,2005,172222197 2005,MB,MB,A,,Assumed CAGO,,1012,5005,9743,,,,,,,,,,,,,,,,,,,
,,,2005,172222206 2005,MB,MB,A,,Assumed CAGO,,1008,4945,9652,,,,,,,,,,,,,,,,,,,
,,,2005,172222209 2005,SK,SK,A,,Assumed CAGO,,913,5247,10531,,,,,,,,,,,,,,,,,,,
,,,2005,172222211 2005,SK,SK,A,,Assumed CAGO,,909,5244,10544,,,,,,,,,,,,,,,,,,,
,,,2005,172222213 2005,SK,SK,A,,Assumed CAGO,,909,5244,10544,,,,,,,,,,,,,,,,,,,
,,,2005,172222217 2005,SK,SK,A,,Assumed CAGO,,909,5244,10544,,,,,,,,,,,,,,,,,,,
,,,2005,172222220 2005,MB,MB,A,,Assumed CAGO,,1004,4959,9655,,,,,,,,,,,,,,,,,,,
,,,2005,172222222 2005,SK,SK,A,,Assumed CAGO,,909,5244,10544,,,,,,,,,,,,,,,,,,,
,,,2005,172222259 2005,SK,SK,A,,Assumed CAGO,,909,5224,10544,,,,,,,,,,,,,,,,,,,
,,,2005,172222264 2005,SK,SK,A,,Assumed CAGO,,1124,5200,10647,,,,,,,,,,,,,,,,,,,
,,,2005,172222266 2005,SK,SK,A,,Assumed CAGO,,1124,5200,10647,,,,,,,,,,,,,,,,,,,
,,,2005,172222267 2005,SK,SK,A,,Assumed CAGO,,1128,5149,10622,,,,,,,,,,,,,,,,,,,
,,,2005,172222272 2005,SK,SK,A,,Assumed CAGO,,1128,5149,10622,,,,,,,,,,,,,,,,,,,
,,,2005,172222275 2005,SK,SK,A,,Assumed CAGO,,1128,5149,10622,,,,,,,,,,,,,,,,,,,
,,,2005,172222285 2005,SK,SK,A,,Assumed CAGO,,909,5244,10544,,,,,,,,,,,,,,,,,,,
,,,2005,172222289 2005,SK,SK,A,,Assumed CAGO,,909,5244,10544,,,,,,,,,,,,,,,,,,,
,,,2005,172222291 2005,SK,SK,A,,Assumed CAGO,,1108,5211,10914,,,,,,,,,,,,,,,,,,,
,,,2005,172222301 2005,AB,AB,A,,Assumed CAGO,,1025,5208,11352,,,,,,,,,,,,,,,,,,,
,,,2005,172222302 2005,AB,AB,A,,Assumed CAGO,,1004,5306,11146,,,,,,,,,,,,,,,,,,,
,,,2005,172222303 2005,AB,AB,A,,Assumed CAGO,,913,5342,11203,,,,,,,,,,,,,,,,,,,
,,,2005,172222304 2005,MB,MB,A,,Assumed CAGO,,928,5228,10058,,,,,,,,,,,,,,,,,,,
,,,2005,172222305 2005,,MB,A,,Assumed CAGO,,1004,4957,9701,,,,,,,,,,,,,,,,,,,
,,,2005,172222307 2005,AB,AB,A,,Assumed CAGO,,1025,5209,11352,,,,,,,,,,,,,,,,,,,
,,,2005,172222308 2005,AB,AB,A,,Assumed CAGO,,1004,5306,11146,,,,,,,,,,,,,,,,,,,
,,,2005,172222309 2005,AB,AB,A,,Assumed CAGO,,1025,5209,11352,,,,,,,,,,,,,,,,,,,
,,,2005,172222310 2005,AB,AB,A,,Assumed CAGO,,1025,5209,11352,,,,,,,,,,,,,,,,,,,
,,,2005,172222311 2005,AB,AB,A,,Assumed CAGO,,1025,5209,11352,,,,,,,,,,,,,,,,,,,
,,,2006,172222357 2005,SK,SK,A,,Assumed CAGO,,925,5151,10348,,,,,,,,,,,,,,,,,,,
,,,2006,172222359 2005,SK,SK,A,,Assumed CAGO,,925,5151,10348,,,,,,,,,,,,,,,,,,,
359,7,2,2006,172010063,NT,AB,I,,Barcoded,GBNA728-07,925,5710,11713,AB-wSask,,,, , , , , , ,delete not enough feathers,,,unknown,Branta canadensis,,,,
362,6,2,2006,172010066,AB,AB,I,changed,Barcoded,GBNA731-07,1004,5144,11144,AB-wSask,149,28,0.110,157,26,0.128,155,24,0.128,,small,5,Branta hutchinsii,Branta hutchinsii,Yes,,unknown,
365,7,2,2006,172010075,AB,AB,I,,Barcoded,GBNA734-07,911,5814,11624,AB-wSask,133,30,0.093,154,30,0.106,147,24,0.111,,small,7,Branta hutchinsii,Branta canadensis,No,,unknown,
729,4,2,2006,172100042,,SK,I,,Barcoded,GBNA1095-07,1023,5142,10528,MB-eSask,122,24,0.089,133,24,0.099,133,20,0.104,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
733,4,2,2006,172100046,,SK,I,,Barcoded,GBNA1099-07,1014,5105,10626,AB-wSask,128,24,0.098,137,23,0.099,133,21,0.101, ,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
735,4,2,2006,172100048,,SK,I,,Barcoded,GBNA1101-07,1021,5138,10826,AB-wSask,127,28,0.096,141,26,0.113,141,23,0.111,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
736,4,2,2006,172100050,,SK,I,,Barcoded,GBNA1102-07,1025,5219,10626,AB-wSask,124,26,0.096,142,25,0.111,138,20,0.111,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
740,4,2,2006,172100055,,SK,I,,Barcoded,GBNA1106-07,915,5314,10402,MB-eSask,125,25,0.096,140,27,0.104,138,22,0.111,,small,11,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
242,5,2,2003,172110020,,BC,I,,Barcoded,GBNA641-07,917,5208,12246,BC,140,30,0.098,151,25,0.110, , , ,,large,4a,Branta canadensis,Branta canadensis,Yes,Small race,yes S-L,
243,5,2,2003,172110101,,BC,I,,Barcoded,GBNA642-07,1013,5018,12028,BC,146,26,0.110,154,25,0.113,145,21,0.111,,large,3a,Branta canadensis,Branta canadensis,Yes,Small race,yes S-L,
245,1,2,2003,172110109,,BC,I,,Barcoded,GBNA644-07,924,5656,12058,BC,129,26,0.106,149,28,0.120,144,25,0.128, ,small,1,Branta hutchinsii,Branta canadensis,No,Small race,No,
246,5,2,2003,172110111,,BC,I,,Barcoded,GBNA645-07,924,5656,12049,BC,126,31,0.093,147,25,0.120,146,24,0.120,,small,1,Branta hutchinsii,Branta canadensis,No,Small race,No,
239,7,2,2003,172110115,,AB,I,,Barcoded,GBNA638-07,1001,5214,11301,AB-wSask,137,25,0.104,149,27,0.128,140,22,0.116, ,small,5,Branta hutchinsii,Branta canadensis,No,Small race,No,
249,5,2,2003,172110216,,BC,I,,Barcoded,GBNA648-07,1013,4912,12153,BC,123,24,0.098,145,28,0.111,140,24,0.116,,small,1,Branta hutchinsii,Branta canadensis,No,Small race,No,
250,7,2,2003,172110435,,BC,I,,Barcoded,GBNA649-07,924,5656,12049,BC,124,22,0.096,145,25,0.113,143,23,0.110, ,small,1,Branta hutchinsii,Branta canadensis,No,Small race,No,
251,5,2,2003,172110437,,BC,I,,Barcoded,GBNA650-07,1013,4912,12153,BC,128,27,0.096,146,27,0.110,134,21,0.104,,small,1,Branta hutchinsii,Branta canadensis,No,Small race,No,
252,5,2,2003,172110439,,BC,I,,Barcoded,GBNA651-07,1012,4912,12153,BC,129,29,0.096,149,29,0.110,138,22,0.110,,small,1,Branta hutchinsii,Branta canadensis,No,Small race,No,
253,5,2,2003,172110441,,BC,I,,Barcoded,GBNA652-07,1222,4908,12242,BC,116,24,0.086,135,25,0.104,130,20,0.110,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
746,4,2,2006,172110743,,SK,I,,Barcoded,GBNA1112-07,923,5246,10512,MB-eSask,113,22,0.089,139,22,0.101,135,20,0.096,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
749,4,2,2006,172110749,,SK,I,,Barcoded,GBNA1115-07,1016,5207,10633,AB-wSask,113,21,0.093,,,,,,,missing longest and lateral,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
752,4,2,2006,172110753,,SK,I,,Barcoded,GBNA1118-07,1013,5052,10244,MB-eSask,130,27,0.104,142,28,0.110,133,21,0.110,,small,11,Branta hutchinsii,Branta canadensis,No,Small race,No,
755,4,2,2006,172110757,,SK,I,,Barcoded,GBNA1121-07,928,5136,10922,AB-wSask,126,29,0.089,142,27,0.104,138,23,0.104,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
757,4,2,2006,172110760,,SK,I,,Barcoded,GBNA1123-07,1024,5059,10254,MB-eSask,116,21,0.086,143,23,0.104,136,20,0.104,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
382,6,2,2006,172120002 2005,,AB,I,,Barcoded,GBNA751-07,929,5313,11203,AB-wSask,114,21,0.093,136,25,0.104,121,20,0.093,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
572,2,2,2006,172120002 2006,,MB,I,,Barcoded,GBNA941-07,913,,,MB-eSask,148,30,0.116,166,31,0.120,158,26,0.128, ,large,1a,Branta canadensis,Branta canadensis,Yes,Small race,yes S-L,
574,2,2,2006,172120004 2006,,MB,I,,Barcoded,GBNA943-07,917,5143,9902,MB-eSask,117,23,0.093,136,25,0.110,134,22,0.116,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
575,2,2,2006,172120005 2006,,MB,I,,Barcoded,GBNA944-07,923,5134,10001,MB-eSask,125,24,0.093,131,25,0.099,,,,No most lateral feather. ,small,5,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
383,6,2,2006,172120006 2005,,AB,I,,Barcoded,GBNA752-07,929,5554,11741,AB-wSask,126,27,0.093,148,28,0.111,144,23,0.116,,small,1,Branta hutchinsii,Branta canadensis,No,Small race,No,
576,2,2,2006,172120006 2006,,MB,I,,Barcoded,GBNA945-07,917,5143,9902,MB-eSask,115,25,0.086,130,25,0.098,133,24,0.106,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
384,7,2,2006,172120008 2005,,AB,I,,Barcoded,GBNA753-07,1008,5653,11735,AB-wSask,115,25,0.089,136,22,0.106,132,22,0.110, ,small,1,Branta hutchinsii,Branta canadensis,No,Small race,No,
578,2,2,2006,172120008 2006,,MB,I,,Barcoded,GBNA947-07,917,5143,9902,MB-eSask,115,25,0.089,130,25,0.101,128,22,0.111,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
579,2,2,2006,172120009 2006,,MB,I,,Barcoded,GBNA948-07,1021,5008,10049,MB-eSask,125,26,0.096,140,25,0.111,139,23,0.113,,small,9,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
580,2,2,2006,172120010 2006,,MB,I,,Barcoded,GBNA949-07,926,5053,9659,MB-eSask,132,29,0.101,145,28,0.120,135,22,0.120,,large,4,Branta canadensis,Branta canadensis,Yes,Small race,yes S-L,
386,7,2,2006,172120012 2005,,AB,I,,Barcoded,GBNA755-07,925,5613,11744,AB-wSask,120,25,0.096,141,23,0.110,133,19,0.101, ,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
583,2,2,2006,172120013 2006,,MB,I,,Barcoded,GBNA952-07,1009,,,MB-eSask,136,28,0.101,152,28,0.113,144,23,0.110, ,large,2,Branta canadensis,Branta hutchinsii,No,Small race,yes S-L,
584,2,2,2006,172120014 2006,,MB,I,,Barcoded,GBNA953-07,927,5055,9659,MB-eSask,90,24,0.082,126,25,0.096,123,21,0.099,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
585,2,2,2006,172120015 2006,,MB,I,,Barcoded,GBNA954-07,1103,5009,9808,MB-eSask,118,23,0.093,136,22,0.111,131,20,0.111,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
586,2,2,2006,172120016 2006,,MB,I,,Barcoded,GBNA955-07,927,5055,9659,MB-eSask,113,20,0.086,127,20,0.098,125,17,0.099,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
587,2,2,2006,172120017 2006,,MB,I,changed,Barcoded,GBNA956-07,924,4927,9711,MB-eSask,132,26,0.096,136,27,0.110,,,,No most lateral feather. ,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
588,2,2,2006,172120018 2006,,MB,I,,Barcoded,GBNA957-07,1014,5001,9631,MB-eSask,107,17,0.082,125,22,0.093,121,17,0.093,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
591,2,2,2006,172120021 2006,,MB,I,,Barcoded,GBNA960-07,913,,,MB-eSask,124,30,0.096,145,28,0.106,140,25,0.113,,large,18,Branta canadensis,Branta canadensis,Yes,Small race,yes S-L,
170,4,1,2005,172120024 2005,,SK,I,changed,Barcoded,GBNA334-06,,,,,114,23,0.099,127,24,0.106,123,19,0.101,,small,,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
171,2,1,2005,172120025 2005,,SK,I,,Barcoded,GBNA335-06,928,5247,10531,MB-eSask,123,23,0.089,143,22,0.111,135,18,0.110,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
595,,2,2006,172120025 2006,,MB,I,,Barcoded,GBNA964-07,1016,5008,9700,MB-eSask,,,,145,25,0.120,136,20,0.101,No C.R. ,small,17,Branta hutchinsii,Branta canadensis,No,Small race,yes S-L,
172,2,1,2005,172120027 2005,,SK,I,,Barcoded,GBNA336-06,930,5230,10531,MB-eSask,127,25,0.093,138,25,0.106,133,22,0.110,,small,11,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
597,3,2,2006,172120027 2006,,MB,I,,Barcoded,GBNA966-07,1002,,,MB-eSask,120,21,0.093,150,26,0.113,143,23,0.106,,large,8,Branta canadensis,Branta canadensis,Yes,Small race,No,
173,2,1,2005,172120028 2005,,SK,I,,Barcoded,GBNA337-06,,,,,115,21,0.093,132,21,0.101,131,19,0.101,,small,,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
598,7,2,2006,172120028 2006,,MB,I,,Barcoded,GBNA967-07,1025,4953,9741,MB-eSask,115,28,0.081,134,26,0.098,130,23,0.099,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
174,2,1,2005,172120029 2005,,SK,I,,Barcoded,GBNA338-06,930,5232,10534,MB-eSask,130,26,0.093,147,25,0.104,138,21,0.099,,small,9,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
599,3,2,2006,172120029 2006,,MB,I,,Barcoded,GBNA968-07,1022,4949,9917,MB-eSask,115,25,0.093,128,25,0.110,123,20,0.106,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
175,2,1,2005,172120031 2005,,SK,I,,Barcoded,GBNA339-06,929,5247,10531,MB-eSask,118,23,0.089,137,25,0.106,129,28,0.106,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
601,3,2,2006,172120031 2006,,MB,I,changed,Barcoded,GBNA970-07,1026,4905,9757,MB-eSask,132,26,0.089,142,25,0.106,142,25,0.106,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
176,2,1,2005,172120032 2005,,SK,I,,Barcoded,GBNA340-06,1022,5232,10501,MB-eSask,,,,135,22,0.106,132,20,0.110,,small,17,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
177,2,1,2005,172120033 2005,,SK,I,,Barcoded,GBNA341-06,929,5247,10531,MB-eSask,120,25,0.093,134,23,0.101,131,20,0.104,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
179,2,1,2005,172120036 2005,,SK,I,changed,Barcoded,GBNA343-06,1020,5232,10501,MB-eSask,139,29,0.093,153,30,0.104,140,23,0.101,,small,7,Branta hutchinsii,Branta hutchinsii,Yes,Small race,yes S-L,
606,,2,2006,172120037 2006,,MB,I,,Barcoded,GBNA975-07,1009,5014,9650,MB-eSask,139,,,151,26,0.113,148,23,0.120,No C.R. ,large,8,Branta canadensis,Branta canadensis,Yes,Small race,yes S-L,
181,2,1,2005,172120038 2005,,SK,I,,Barcoded,GBNA345-06,1020,5232,10501,MB-eSask,121,25,0.099,137,25,0.111,135,20,0.113,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
607,3,2,2006,172120038 2006,,MB,I,,Barcoded,GBNA976-07,1021,5008,10049,MB-eSask,120,24,0.101,135,26,0.111,131,21,0.110,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
609,3,2,2006,172120040 2006,,MB,I,,Barcoded,GBNA978-07,1021,5008,10049,MB-eSask,127,26,0.096,140,25,0.111,138,23,0.113,,small,9,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
527,7,2,2006,172120043 2006,,BC,I,,Barcoded,GBNA896-07,1009,5403,12404,BC,123,24,0.093,141,23,0.099,136,31,0.106,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
767,2,2,2006,172120044 2006,,SK,I,,Barcoded,GBNA1133-07,1018,5240,10910,AB-wSask,121,26,0.089,139,27,0.110,133,18,0.113,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
528,1,2,2006,172120045 2006,,BC,I,,Barcoded,GBNA897-07,1006,5403,12404,BC,131,26,0.096,147,26,0.111,140,21,0.120,,small,3b,Branta hutchinsii,Branta canadensis,No,Small race,No,
611,3,2,2006,172120046 2006,,MB,I,,Barcoded,GBNA980-07,918,5015,9709,MB-eSask,126,24,0.099,146,25,0.116,129,19,0.101,,large,8,Branta canadensis,Branta canadensis,Yes,Small race,No,
613,3,2,2006,172120050 2006,,MB,I,,Barcoded,GBNA982-07,1006,4914,10024,MB-eSask,118,23,0.093,126,24,0.110,121,20,0.106,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
614,3,2,2006,172120052 2006,,MB,I,,Barcoded,GBNA983-07,928,,,MB-eSask,116,21,0.086,118,19,0.098,114,16,0.099,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
615,3,2,2006,172120054 2006,,MB,I,,Barcoded,GBNA984-07,930,5018,9706,MB-eSask,109,20,0.093,125,20,0.104,122,16,0.101,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
616,3,2,2006,172120055 2006,,MB,I,,Barcoded,GBNA985-07,918,5059,9659,MB-eSask,123,29,0.093,138,27,0.106,132,20,0.106,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
618,2,2,2006,172120057 2006,,MB,I,,Barcoded,GBNA987-07,1020,4956,9656,MB-eSask, ,,,148,26,0.113,142,21,0.113,Cut quill.,large,18,Branta canadensis,Branta canadensis,Yes,Small race,yes S-L,
621,2,2,2006,172120061 2006,,MB,I,,Barcoded,GBNA990-07,920,5226,10100,MB-eSask,110,22,0.086,128,22,0.104,123,19,0.104,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
622,2,2,2006,172120062 2006,,MB,I,,Barcoded,GBNA991-07,1001,5036,10034,MB-eSask,110,21,0.089,127,24,0.104,124,20,0.101,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
184,2,1,2005,172120063 2005,,SK,I,,Barcoded,GBNA351-06,1006,5156,10445,MB-eSask,119,24,0.096,138,21,0.110,137,18,0.110,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
626,2,2,2006,172120066 2006,,MB,I,,Barcoded,GBNA995-07,1001,5036,10034,MB-eSask,120,27,0.086,137,25,0.101,134,22,0.099,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
530,1,2,2006,172120068 2006,,BC,I,,Barcoded,GBNA899-07,1009,5403,12404,BC,130,25,0.096,135,25,0.110,131,22,0.110,,small,1,Branta hutchinsii,Branta canadensis,No,Small race,No,
627,2,2,2006,172120069 2006,,MB,I,,Barcoded,GBNA996-07,1002,4957,9703,MB-eSask,140,30,0.096,152,27,0.128,149,23,0.128,,large,2,Branta canadensis,Branta canadensis,Yes,Small race,yes S-L,
185,2,1,2005,172120070 2005,,SK,I,,Barcoded,GBNA352-06,1004,5226,10608,AB-wSask,123,27,0.096,132,25,0.106,128,22,0.104,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
531,1,2,2006,172120070 2006,,BC,I,,Barcoded,GBNA900-07,1010,5403,12404,BC,125,27,0.096,140,25,0.111,134,22,0.110,,small,1,Branta hutchinsii,Branta canadensis,No,Small race,No,
628,2,2,2006,172120071 2006,,MB,I,,Barcoded,GBNA997-07,1005,,,MB-eSask,126,23,0.089,144,29,0.099,137,23,0.099,,small,3,Branta hutchinsii,Branta canadensis,No,Small race,No,
186,2,1,2005,172120072 2005,,SK,I,,Barcoded,GBNA353-06,,,,,131,26,0.098,145,27,0.110,136,27,0.110,,unknown,,unknown,Branta hutchinsii,,Small race,unknown,
532,1,2,2006,172120072 2006,,BC,I,,Barcoded,GBNA901-07,1010,5403,12404,BC,124,26,0.093,138,28,0.110,136,22,0.116,,small,1,Branta hutchinsii,Branta canadensis,No,Small race,No,
629,2,2,2006,172120073 2006,,MB,I,,Barcoded,GBNA998-07,1005,,,MB-eSask,128,25,0.093,143,29,0.110,,,,No most lateral feather. ,large,10,Branta canadensis,Branta canadensis,Yes,Small race,yes S-L,
188,2,1,2005,172120074 2005,,SK,I,,Barcoded,GBNA355-06,,,,,126,22,0.093,140,25,0.104,132,20,0.106,,small,,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
533,1,2,2006,172120074 2006,,BC,I,,Barcoded,GBNA902-07,1010,5403,12404,BC,129,28,0.093,147,26,0.110,142,23,0.116,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
630,2,2,2006,172120075 2006,,MB,I,,Barcoded,GBNA999-07,1005,,,MB-eSask,132,27,0.096,155,30,0.110,155,29,0.111, ,large,1a,Branta canadensis,Branta canadensis,Yes,Small race,yes S-L,
534,1,2,2006,172120076 2006,,BC,I,,Barcoded,GBNA903-07,1009,5403,12404,BC,116,24,0.089,133,24,0.098,126,19,0.096,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
191,2,1,2005,172120078 2005,,SK,I,,Barcoded,GBNA358-06,1008,5300,10546,MB-eSask,129,26,0.101,147,26,0.110,138,21,0.111,,small,11,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
778,2,2,2006,172120094 2006,,SK,I,,Barcoded,GBNA1145-07,1006,5239,10530,MB-eSask,124,25,0.096,136,24,0.110,,,,No MLR,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
389,7,2,2006,172120101 2005,,AB,I,,Barcoded,GBNA758-07,1029,5221,11018,AB-wSask,132,23,0.104,153,26,0.128,152,23,0.128,,large,8,Branta canadensis,Branta hutchinsii,No,Small race,No,
3,7,1,2005,172120103 2005,,AB,I,,Barcoded,GBNA360-06,1029,5221,11018,AB-wSask,127,24,0.089,142,26,0.101,136,21,0.098, ,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
786,2,2,2006,172120106 2006,,SK,I,,Barcoded,GBNA1153-07,1108,5132,10703,AB-wSask,124,24,0.096,135,25,0.101,133,22,0.106,,small,1,Branta hutchinsii,Branta canadensis,No,Small race,No,
7,6,1,2005,172120111 2005,,AB,I,,Barcoded,GBNA366-06,,5333,11020,AB-wSask,117,22,0.086,132,25,0.096,123,18,0.086,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
788,2,2,2006,172120111 2006,,SK,I,,Barcoded,GBNA1155-07,1020,5150,10512,MB-eSask,132,26,0.099,150,27,0.120,148,24,0.116,,large,8,Branta canadensis,Branta hutchinsii,No,Small race,yes S-L,
8,6,1,2005,172120113 2005,,AB,I,,Barcoded,GBNA367-06,719,5423,11006,AB-wSask,124,27,0.096,138,27,0.110,132,20,0.110,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
9,6,1,2005,172120115 2005,,AB,I,,Barcoded,GBNA368-06,924,5427,11033,AB-wSask,125,25,0.099,141,28,0.111,129,19,0.106,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
10,6,1,2005,172120117 2005,,AB,I,,Barcoded,GBNA369-06,1019,5523,11848,AB-wSask,134,30,0.098,150,31,0.110,138,25,0.110,,small,7,Branta hutchinsii,Branta hutchinsii,Yes,Small race,yes S-L,
11,6,1,2005,172120119 2005,,AB,I,,Barcoded,GBNA370-06,913,5620,11930,AB-wSask,128,28,0.089,147,28,0.110,145,24,0.111,,small,1,Branta hutchinsii,Branta canadensis,No,Small race,No,
95,3,1,2005,172120120 2005,,MB,I,,Barcoded,GBNA371-06,1001,4953,9725,MB-eSask,126,27,0.093,142,27,0.116,135,21,0.113,,large,8,Branta canadensis,Branta canadensis,Yes,Small race,yes S-L,
793,2,2,2006,172120120 2006,,SK,I,,Barcoded,GBNA1160-07,1030,5313,10634,AB-wSask,118,27,0.099,136,27,0.104,131,22,0.106,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
12,6,1,2005,172120121 2005,,AB,I,,Barcoded,GBNA372-06,1010,5338,11203,AB-wSask,118,25,0.086,134,25,0.096,130,20,0.098,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
13,7,1,2005,172120123 2005,,AB,I,,Barcoded,GBNA373-06,1011,5338,11203,AB-wSask,125,25,0.098,139,24,0.110,131,19,0.106, ,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
15,6,1,2005,172120125 2005,,AB,I,,Barcoded,GBNA375-06,929,5209,10957,AB-wSask,119,26,0.093,136,27,0.110,131,22,0.113,,small,1,Branta hutchinsii,Branta hutchinsii,Yes,Small race,No,
